SessionID,UserID,Timestamp,PageType,DeviceType,ReferralSource,TimeOnPage_seconds,ItemsInCart,Purchased
S11002,U595,2024-02-12 05:03:38,Home,Mobile,Direct,10,0,0
S11003,U619,2024-03-28 18:06:24,Cart,Mobile,Ads,175,3,1
S11004,U865,2024-10-15 13:43:06,Product,Desktop,Direct,157,0,0
S11005,U466,2024-07-30 23:23:11,Product,Mobile,Direct,105,1,0
S11006,U819,2024-03-04 13:44:06,Home,Tablet,Social,20,0,0
S11007,U656,2024-05-26 02:00:19,Product,Desktop,Direct,158,1,0
S11008,U978,2024-01-09 02:56:33,Product,Mobile,Social,123,1,0
S11009,U950,2024-04-01 17:45:16,Product,Mobile,Ads,35,1,0
S11010,U642,2024-07-31 11:09:09,Home,Mobile,Direct,54,0,0
S11011,U366,2024-09-27 09:31:52,Home,Mobile,Ads,55,0,0
S11012,U312,2024-04-30 16:24:45,Home,Desktop,Ads,32,0,0
S11013,U942,2024-05-23 07:00:31,Home,Desktop,Direct,8,0,0
S11014,U290,2024-02-04 00:05:27,Home,Tablet,Direct,32,0,0
S11015,U735,2024-05-25 01:18:09,Home,Tablet,Social,16,0,0
S11016,U929,2024-05-29 08:29:28,Home,Desktop,Direct,20,0,0
S11017,U501,2024-05-11 22:00:27,Product,Mobile,Direct,173,2,0
S11018,U253,2024-05-26 23:45:22,Product,Desktop,Social,139,1,0
S11019,U774,2024-01-30 09:31:29,Product,Desktop,Social,117,0,0
S11020,U319,2024-12-27 03:40:07,Product,Desktop,Direct,167,2,0
S11021,U189,2024-06-02 06:27:00,Product,Mobile,Direct,22,1,0
S11022,U715,2024-12-31 19:41:35,Home,Mobile,Ads,19,0,0
S11023,U189,2024-08-06 00:05:09,Home,Mobile,Direct,21,0,0
S11024,U332,2024-02-13 03:07:14,Home,Mobile,Social,52,0,0
S11025,U989,2024-06-08 16:01:48,Home,Mobile,Direct,56,0,0
S11026,U622,2024-05-31 07:05:43,Cart,Desktop,Social,162,3,0
S11027,U419,2024-02-18 11:46:34,Home,Tablet,Ads,38,0,0
S11028,U263,2024-03-11 09:54:15,Home,Mobile,Social,37,0,0
S11029,U910,2024-11-28 19:26:46,Home,Desktop,Direct,58,0,0
S11030,U972,2024-05-14 05:12:47,Home,Mobile,Direct,49,0,0
S11031,U996,2024-08-17 11:56:21,Home,Mobile,Ads,20,0,0
S11032,U495,2024-01-26 13:54:26,Home,Desktop,Ads,41,0,0
S11033,U922,2024-12-07 21:26:22,Home,Mobile,Direct,7,0,0
S11034,U924,2024-01-29 21:09:57,Product,Desktop,Direct,140,1,0
S11035,U486,2024-10-12 19:49:56,Home,Mobile,Ads,55,0,0
S11036,U639,2024-09-04 22:57:05,Home,Mobile,Social,54,0,0
S11037,U625,2024-01-01 19:35:17,Home,Tablet,Direct,25,0,0
S11038,U630,2024-10-06 00:42:09,Home,Desktop,Direct,45,0,0
S11039,U258,2024-12-17 22:29:26,Home,Desktop,Social,12,0,0
S11040,U160,2024-10-17 00:40:47,Home,Mobile,Ads,26,0,0
S11041,U423,2024-07-04 16:56:07,Home,Desktop,Ads,55,0,0
S11042,U962,2024-09-11 01:00:33,Product,Mobile,Direct,60,2,0
S11043,U825,2024-06-16 04:12:08,Product,Tablet,Ads,41,1,0
S11044,U951,2024-01-27 23:50:05,Product,Mobile,Direct,72,0,0
S11045,U591,2024-01-20 21:10:01,Home,Mobile,Direct,33,0,0
S11046,U194,2024-05-29 23:58:49,Cart,Desktop,Direct,175,2,1
S11047,U848,2024-04-23 14:01:13,Home,Desktop,Direct,39,0,0
S11048,U116,2024-07-26 13:54:36,Home,Mobile,Social,48,0,0
S11049,U882,2024-10-31 19:55:47,Cart,Mobile,Direct,271,4,1
S11050,U957,2024-08-12 03:38:38,Home,Desktop,Social,53,0,0
S11051,U900,2024-05-07 23:23:10,Product,Mobile,Direct,40,1,0
S11052,U823,2024-12-08 05:20:27,Home,Mobile,Direct,30,0,0
S11053,U181,2024-03-30 11:07:33,Home,Mobile,Ads,32,0,0
S11054,U936,2024-03-10 17:50:26,Home,Tablet,Direct,43,0,0
S11055,U409,2024-02-24 15:27:35,Product,Mobile,Ads,93,2,0
S11056,U123,2024-10-15 00:03:45,Home,Mobile,Social,16,0,0
S11057,U731,2024-06-14 19:00:55,Home,Desktop,Social,37,0,0
S11058,U720,2024-12-09 09:10:04,Home,Desktop,Direct,29,0,0
S11059,U962,2024-10-25 09:40:09,Home,Tablet,Direct,29,0,0
S11060,U430,2024-11-26 17:10:38,Home,Mobile,Direct,57,0,0
S11061,U742,2024-09-08 22:07:51,Home,Mobile,Ads,8,0,0
S11062,U914,2024-08-14 04:31:47,Home,Mobile,Direct,8,0,0
S11063,U310,2024-04-11 01:13:08,Home,Mobile,Ads,13,0,0
S11064,U471,2024-11-03 22:01:21,Home,Mobile,Ads,19,0,0
S11065,U748,2024-11-12 18:24:15,Home,Mobile,Direct,30,0,0
S11066,U780,2024-06-24 23:22:06,Home,Mobile,Direct,19,0,0
S11067,U394,2024-09-18 20:12:13,Product,Desktop,Ads,90,0,0
S11068,U796,2024-02-22 07:46:36,Product,Mobile,Direct,118,0,0
S11069,U610,2024-05-08 09:22:51,Home,Mobile,Social,56,0,0
S11070,U862,2024-06-23 17:48:12,Product,Mobile,Direct,143,2,0
S11071,U381,2024-07-02 03:22:41,Home,Desktop,Ads,48,0,0
S11072,U967,2024-12-23 12:02:15,Product,Mobile,Direct,163,1,0
S11073,U722,2024-07-21 00:43:55,Home,Desktop,Direct,16,0,0
S11074,U531,2024-08-13 11:59:08,Product,Mobile,Direct,112,1,0
S11075,U925,2024-12-04 13:19:18,Product,Desktop,Ads,79,1,0
S11076,U497,2024-04-21 15:27:49,Product,Desktop,Direct,119,0,0
S11077,U747,2024-04-15 05:04:57,Cart,Mobile,Direct,72,1,1
S11078,U344,2024-10-18 03:13:00,Home,Desktop,Direct,59,0,0
S11079,U217,2024-07-04 22:39:46,Product,Desktop,Social,177,2,0
S11080,U267,2024-05-04 07:32:12,Home,Desktop,Social,57,0,0
S11081,U222,2024-08-20 19:38:48,Home,Mobile,Social,56,0,0
S11082,U944,2024-07-08 08:51:02,Cart,Mobile,Ads,100,2,0
S11083,U297,2024-05-12 02:43:30,Home,Mobile,Direct,11,0,0
S11084,U313,2024-05-07 22:25:45,Product,Tablet,Ads,162,1,0
S11085,U216,2024-04-01 13:04:20,Home,Mobile,Ads,37,0,0
S11086,U860,2024-08-20 02:05:14,Home,Mobile,Direct,57,0,0
S11087,U382,2024-06-10 06:50:33,Home,Mobile,Direct,21,0,0
S11088,U664,2024-07-19 14:03:59,Product,Desktop,Direct,80,0,0
S11089,U593,2024-11-05 09:38:01,Home,Mobile,Direct,17,0,0
S11090,U976,2024-02-16 21:23:57,Home,Mobile,Direct,48,0,0
S11091,U966,2024-02-13 03:55:41,Product,Desktop,Direct,97,3,0
S11092,U388,2024-12-26 20:40:53,Home,Desktop,Ads,8,0,0
S11093,U633,2024-04-11 07:03:57,Home,Mobile,Direct,25,0,0
S11094,U712,2024-06-04 21:41:32,Home,Mobile,Direct,50,0,0
S11095,U100,2024-06-11 06:23:02,Home,Tablet,Ads,14,0,0
S11096,U253,2024-05-12 01:39:11,Home,Mobile,Direct,26,0,0
S11097,U105,2024-12-03 05:35:23,Product,Mobile,Direct,94,0,0
S11098,U601,2024-03-08 21:46:40,Home,Mobile,Ads,26,0,0
S11099,U846,2024-01-07 15:14:47,Cart,Mobile,Direct,182,1,1
S11100,U742,2024-09-08 04:13:10,Home,Desktop,Direct,18,0,0
S11101,U649,2024-06-15 12:53:55,Product,Mobile,Direct,177,1,0
S11102,U941,2024-06-15 20:22:51,Home,Mobile,Social,22,0,0
S11103,U793,2024-04-15 03:07:14,Cart,Mobile,Social,112,2,0
S11104,U900,2024-05-20 07:06:54,Product,Mobile,Social,23,0,0
S11105,U403,2024-09-07 03:12:14,Home,Mobile,Direct,55,0,0
S11106,U926,2024-02-16 23:17:00,Home,Mobile,Ads,59,0,0
S11107,U165,2024-05-30 14:44:12,Home,Mobile,Ads,19,0,0
S11108,U516,2024-11-28 22:22:33,Cart,Tablet,Direct,141,4,1
S11109,U932,2024-12-06 10:57:57,Home,Mobile,Social,51,0,0
S11110,U609,2024-09-01 21:59:18,Home,Mobile,Social,20,0,0
S11111,U973,2024-08-04 18:09:51,Home,Mobile,Direct,58,0,0
S11112,U932,2024-09-29 00:55:52,Home,Mobile,Direct,24,0,0
S11113,U460,2024-12-15 16:09:20,Product,Mobile,Direct,145,1,0
S11114,U783,2024-01-20 21:58:19,Product,Mobile,Direct,113,1,0
S11115,U136,2024-08-17 10:09:33,Home,Mobile,Social,8,0,0
S11116,U513,2024-07-19 02:28:30,Home,Desktop,Direct,27,0,0
S11117,U917,2024-11-29 19:12:49,Product,Mobile,Direct,153,1,0
S11118,U364,2024-06-05 11:22:26,Product,Tablet,Social,97,3,0
S11119,U354,2024-03-26 06:55:59,Cart,Desktop,Direct,169,2,1
S11120,U490,2024-09-16 06:37:48,Home,Desktop,Direct,19,0,0
S11121,U474,2024-04-06 02:24:52,Product,Desktop,Social,25,2,0
S11122,U748,2024-07-23 09:33:04,Product,Desktop,Ads,141,1,0
S11123,U870,2024-01-02 12:19:00,Home,Mobile,Direct,25,0,0
S11124,U599,2024-09-14 18:54:32,Product,Mobile,Direct,130,0,0
S11125,U200,2024-04-27 19:28:30,Home,Mobile,Direct,21,0,0
S11126,U561,2024-01-18 06:05:39,Home,Desktop,Ads,33,0,0
S11127,U755,2024-09-13 04:02:42,Home,Desktop,Direct,12,0,0
S11128,U183,2024-04-09 02:56:18,Home,Tablet,Social,30,0,0
S11129,U859,2024-04-12 00:55:40,Home,Mobile,Direct,32,0,0
S11130,U826,2024-04-26 17:04:58,Home,Tablet,Direct,38,0,0
S11131,U725,2024-07-08 02:47:27,Home,Tablet,Ads,30,0,0
S11132,U689,2024-12-21 00:21:48,Cart,Mobile,Ads,265,1,0
S11133,U668,2024-02-08 02:52:00,Home,Mobile,Ads,41,0,0
S11134,U737,2024-11-16 09:19:14,Cart,Mobile,Ads,182,1,1
S11135,U443,2024-06-17 19:59:03,Home,Mobile,Ads,51,0,0
S11136,U786,2024-04-15 16:29:04,Home,Mobile,Direct,27,0,0
S11137,U573,2024-05-20 00:38:05,Home,Tablet,Ads,26,0,0
S11138,U351,2024-04-23 07:07:37,Home,Tablet,Ads,25,0,0
S11139,U236,2024-03-10 10:00:42,Product,Desktop,Direct,130,1,0
S11140,U465,2024-01-10 22:50:47,Home,Mobile,Ads,16,0,0
S11141,U274,2024-01-10 00:39:43,Home,Desktop,Direct,13,0,0
S11142,U143,2024-08-17 22:45:41,Home,Mobile,Direct,36,0,0
S11143,U240,2024-04-25 09:19:36,Cart,Desktop,Ads,258,3,0
S11144,U574,2024-06-25 22:08:33,Product,Mobile,Direct,150,2,0
S11145,U556,2024-02-27 21:15:13,Home,Desktop,Direct,44,0,0
S11146,U604,2024-02-08 15:56:22,Product,Mobile,Direct,20,1,0
S11147,U577,2024-04-08 15:59:23,Home,Mobile,Social,42,0,0
S11148,U313,2024-10-15 23:19:12,Product,Desktop,Social,73,2,0
S11149,U428,2024-07-26 04:41:49,Home,Mobile,Direct,38,0,0
S11150,U222,2024-05-02 07:17:59,Home,Tablet,Direct,28,0,0
S11151,U395,2024-04-03 04:06:21,Home,Mobile,Direct,32,0,0
S11152,U653,2024-07-18 02:22:18,Home,Desktop,Ads,26,0,0
S11153,U971,2024-04-12 04:40:36,Product,Tablet,Direct,106,2,0
S11154,U471,2024-10-16 21:31:41,Product,Desktop,Ads,86,0,0
S11155,U692,2024-03-15 14:32:56,Home,Mobile,Ads,31,0,0
S11156,U203,2024-05-06 18:16:11,Cart,Mobile,Direct,243,3,0
S11157,U306,2024-08-10 10:59:37,Home,Mobile,Direct,5,0,0
S11158,U742,2024-05-04 12:24:58,Product,Desktop,Direct,52,0,0
S11159,U452,2024-04-02 19:00:42,Home,Desktop,Social,55,0,0
S11160,U520,2024-10-08 17:58:38,Home,Mobile,Ads,23,0,0
S11161,U661,2024-04-01 10:12:52,Cart,Mobile,Ads,227,4,1
S11162,U415,2024-01-12 17:07:11,Home,Mobile,Direct,19,0,0
S11163,U792,2024-01-21 12:57:02,Home,Mobile,Social,40,0,0
S11164,U121,2024-04-03 07:39:24,Product,Mobile,Direct,43,0,0
S11165,U330,2024-04-26 04:15:15,Home,Desktop,Direct,31,0,0
S11166,U454,2024-04-25 18:19:17,Product,Mobile,Ads,75,3,0
S11167,U498,2024-01-11 05:11:42,Home,Mobile,Direct,33,0,0
S11168,U121,2024-08-28 20:57:09,Home,Desktop,Social,35,0,0
S11169,U417,2024-08-22 08:20:33,Home,Mobile,Direct,5,0,0
S11170,U604,2024-06-23 14:48:26,Cart,Mobile,Direct,175,2,0
S11171,U752,2024-04-24 20:49:06,Home,Tablet,Social,22,0,0
S11172,U182,2024-08-21 05:28:28,Cart,Mobile,Ads,69,2,0
S11173,U835,2024-01-19 04:43:18,Home,Mobile,Social,5,0,0
S11174,U322,2024-07-29 18:22:31,Home,Mobile,Ads,51,0,0
S11175,U126,2024-12-10 22:32:00,Home,Mobile,Direct,46,0,0
S11176,U196,2024-11-29 13:12:24,Home,Mobile,Ads,34,0,0
S11177,U111,2024-09-26 08:39:47,Cart,Tablet,Ads,39,4,0
S11178,U405,2024-12-27 13:00:04,Home,Mobile,Direct,47,0,0
S11179,U133,2024-08-20 00:15:13,Home,Mobile,Ads,9,0,0
S11180,U602,2024-02-24 11:24:08,Product,Desktop,Direct,93,2,0
S11181,U155,2024-05-19 18:49:45,Home,Tablet,Direct,43,0,0
S11182,U736,2024-07-19 15:39:09,Product,Mobile,Ads,171,1,0
S11183,U996,2024-04-19 11:19:22,Home,Mobile,Direct,43,0,0
S11184,U282,2024-05-22 17:32:04,Product,Mobile,Social,21,1,0
S11185,U889,2024-03-31 04:00:42,Product,Mobile,Direct,36,0,0
S11186,U256,2024-12-02 01:27:37,Home,Mobile,Social,46,0,0
S11187,U266,2024-01-05 05:42:06,Home,Desktop,Direct,7,0,0
S11188,U982,2024-06-03 19:38:00,Home,Mobile,Direct,26,0,0
S11189,U431,2024-09-24 19:53:54,Home,Mobile,Direct,39,0,0
S11190,U194,2024-11-16 13:42:28,Product,Desktop,Social,20,1,0
S11191,U991,2024-02-05 14:34:08,Home,Mobile,Direct,11,0,0
S11192,U413,2024-03-29 00:08:32,Home,Mobile,Ads,24,0,0
S11193,U744,2024-10-25 00:07:55,Product,Mobile,Ads,119,1,0
S11194,U746,2024-12-10 14:02:11,Home,Desktop,Social,55,0,0
S11195,U307,2024-12-26 00:45:36,Home,Mobile,Direct,25,0,0
S11196,U706,2024-05-19 11:16:04,Cart,Mobile,Direct,192,3,1
S11197,U192,2024-06-21 02:27:10,Home,Mobile,Direct,40,0,0
S11198,U894,2024-03-30 16:06:03,Home,Tablet,Direct,12,0,0
S11199,U329,2024-12-13 07:23:10,Home,Mobile,Direct,54,0,0
S11200,U659,2024-08-02 21:08:01,Product,Desktop,Direct,163,0,0
S11201,U125,2024-03-06 10:30:09,Home,Mobile,Ads,7,0,0
S11202,U560,2024-06-28 11:53:44,Home,Mobile,Social,11,0,0
S11203,U482,2024-09-17 03:00:50,Home,Tablet,Direct,6,0,0
S11204,U402,2024-04-25 20:38:07,Home,Mobile,Ads,5,0,0
S11205,U393,2024-03-08 19:50:24,Home,Tablet,Direct,5,0,0
S11206,U359,2024-10-25 19:08:25,Cart,Mobile,Ads,144,2,0
S11207,U156,2024-09-13 01:47:01,Product,Mobile,Social,111,0,0
S11208,U307,2024-06-16 23:35:46,Home,Mobile,Ads,22,0,0
S11209,U401,2024-10-21 22:38:07,Home,Desktop,Ads,28,0,0
S11210,U748,2024-02-29 07:44:03,Home,Mobile,Ads,36,0,0
S11211,U562,2024-12-07 16:31:54,Home,Mobile,Direct,49,0,0
S11212,U103,2024-08-17 08:10:37,Home,Desktop,Direct,37,0,0
S11213,U717,2024-12-24 04:42:25,Home,Mobile,Social,14,0,0
S11214,U265,2024-09-30 13:08:26,Home,Mobile,Ads,13,0,0
S11215,U867,2024-03-01 12:41:31,Home,Mobile,Direct,53,0,0
S11216,U384,2024-04-28 21:00:07,Cart,Mobile,Direct,225,1,0
S11217,U492,2024-04-11 07:39:38,Home,Mobile,Social,32,0,0
S11218,U355,2024-02-08 06:58:59,Home,Mobile,Ads,27,0,0
S11219,U957,2024-03-05 05:43:05,Product,Tablet,Ads,63,0,0
S11220,U459,2024-12-09 00:09:25,Product,Mobile,Ads,157,0,0
S11221,U267,2024-03-16 21:20:26,Home,Tablet,Ads,18,0,0
S11222,U493,2024-01-13 20:26:46,Home,Mobile,Direct,43,0,0
S11223,U342,2024-12-30 13:43:23,Home,Mobile,Ads,40,0,0
S11224,U827,2024-03-05 02:20:50,Home,Desktop,Ads,38,0,0
S11225,U470,2024-06-23 14:27:52,Home,Mobile,Direct,28,0,0
S11226,U157,2024-11-13 21:47:15,Product,Mobile,Ads,60,1,0
S11227,U950,2024-03-02 11:54:21,Home,Mobile,Direct,29,0,0
S11228,U623,2024-02-08 10:00:14,Home,Mobile,Social,12,0,0
S11229,U466,2024-06-19 04:36:41,Cart,Desktop,Social,205,4,0
S11230,U984,2024-09-09 11:45:16,Home,Tablet,Ads,40,0,0
S11231,U875,2024-09-06 01:37:44,Home,Mobile,Direct,10,0,0
S11232,U961,2024-07-16 04:47:20,Home,Mobile,Ads,7,0,0
S11233,U854,2024-08-06 19:34:13,Home,Mobile,Social,22,0,0
S11234,U443,2024-09-03 23:49:52,Product,Mobile,Direct,170,1,0
S11235,U356,2024-02-29 20:58:46,Home,Mobile,Direct,39,0,0
S11236,U591,2024-12-03 04:42:47,Home,Tablet,Social,10,0,0
S11237,U277,2024-11-12 18:15:59,Product,Desktop,Social,80,1,0
S11238,U438,2024-03-18 20:13:11,Cart,Desktop,Direct,61,4,1
S11239,U388,2024-11-03 19:11:00,Home,Desktop,Ads,16,0,0
S11240,U900,2024-05-09 11:32:26,Home,Mobile,Ads,9,0,0
S11241,U630,2024-10-12 17:11:52,Product,Mobile,Ads,174,1,0
S11242,U887,2024-03-02 22:41:03,Home,Tablet,Direct,19,0,0
S11243,U809,2024-02-11 13:25:02,Product,Mobile,Social,54,0,0
S11244,U705,2024-07-29 11:12:48,Product,Mobile,Ads,175,3,0
S11245,U331,2024-02-09 02:37:15,Home,Desktop,Direct,27,0,0
S11246,U570,2024-07-20 16:25:44,Product,Mobile,Social,137,1,0
S11247,U532,2024-11-25 04:06:05,Home,Mobile,Direct,38,0,0
S11248,U150,2024-09-19 08:14:08,Home,Desktop,Direct,21,0,0
S11249,U647,2024-05-08 02:29:58,Home,Mobile,Direct,7,0,0
S11250,U670,2024-12-27 16:59:43,Product,Mobile,Ads,48,1,0
S11251,U726,2024-04-26 02:04:08,Product,Mobile,Social,145,3,0
S11252,U816,2024-02-02 09:13:49,Product,Tablet,Direct,29,0,0
S11253,U191,2024-02-11 01:03:49,Home,Desktop,Direct,42,0,0
S11254,U964,2024-07-26 19:23:09,Home,Mobile,Social,15,0,0
S11255,U219,2024-09-27 22:54:28,Home,Desktop,Social,8,0,0
S11256,U483,2024-06-26 21:05:46,Product,Desktop,Direct,132,1,0
S11257,U397,2024-01-10 10:22:03,Home,Mobile,Ads,56,0,0
S11258,U879,2024-10-11 07:08:15,Home,Mobile,Direct,38,0,0
S11259,U727,2024-09-11 00:32:11,Product,Mobile,Ads,179,1,0
S11260,U197,2024-03-26 09:18:18,Product,Desktop,Ads,155,0,0
S11261,U575,2024-01-09 12:10:33,Home,Mobile,Social,50,0,0
S11262,U167,2024-08-30 23:25:26,Home,Desktop,Social,18,0,0
S11263,U278,2024-03-26 21:31:42,Home,Mobile,Social,38,0,0
S11264,U145,2024-03-19 20:07:48,Home,Tablet,Ads,12,0,0
S11265,U944,2024-01-20 22:29:38,Home,Mobile,Social,55,0,0
S11266,U855,2024-12-20 19:11:25,Home,Tablet,Social,46,0,0
S11267,U457,2024-10-30 04:20:00,Cart,Desktop,Direct,106,3,0
S11268,U272,2024-02-16 03:05:33,Product,Desktop,Ads,94,1,0
S11269,U304,2024-03-11 09:22:09,Product,Mobile,Social,21,0,0
S11270,U542,2024-06-03 03:23:01,Home,Tablet,Social,38,0,0
S11271,U472,2024-12-30 07:48:32,Home,Mobile,Direct,48,0,0
S11272,U431,2024-09-15 16:51:59,Home,Desktop,Direct,51,0,0
S11273,U618,2024-10-25 06:05:38,Product,Mobile,Ads,110,1,0
S11274,U677,2024-04-11 02:41:06,Home,Desktop,Social,12,0,0
S11275,U384,2024-08-12 20:03:20,Product,Mobile,Ads,89,4,0
S11276,U556,2024-10-06 16:03:30,Product,Mobile,Ads,60,2,0
S11277,U539,2024-12-18 12:17:45,Cart,Mobile,Ads,171,3,0
S11278,U136,2024-04-14 14:59:42,Product,Mobile,Direct,72,0,0
S11279,U650,2024-08-04 04:39:31,Product,Tablet,Ads,178,0,0
S11280,U102,2024-10-24 21:37:28,Home,Desktop,Direct,12,0,0
S11281,U423,2024-09-16 06:08:19,Home,Desktop,Ads,34,0,0
S11282,U390,2024-04-06 14:11:56,Home,Tablet,Direct,17,0,0
S11283,U930,2024-02-25 09:53:28,Home,Desktop,Social,20,0,0
S11284,U768,2024-11-27 10:13:03,Home,Mobile,Ads,6,0,0
S11285,U942,2024-10-28 07:53:07,Product,Mobile,Direct,118,0,0
S11286,U320,2024-02-11 21:20:05,Product,Mobile,Direct,87,0,0
S11287,U162,2024-04-02 02:38:54,Product,Mobile,Social,140,1,0
S11288,U409,2024-11-15 14:21:31,Home,Mobile,Direct,35,0,0
S11289,U438,2024-10-17 00:00:47,Cart,Desktop,Ads,85,4,1
S11290,U605,2024-09-04 08:46:14,Home,Desktop,Ads,43,0,0
S11291,U630,2024-05-23 05:09:44,Cart,Tablet,Direct,157,3,1
S11292,U526,2024-09-11 13:34:40,Home,Mobile,Direct,11,0,0
S11293,U275,2024-11-03 03:42:35,Home,Tablet,Direct,59,0,0
S11294,U108,2024-04-27 14:00:51,Home,Tablet,Direct,20,0,0
S11295,U399,2024-02-23 20:42:40,Home,Desktop,Ads,52,0,0
S11296,U154,2024-06-07 03:47:22,Home,Mobile,Direct,9,0,0
S11297,U126,2024-02-02 09:27:19,Home,Desktop,Social,51,0,0
S11298,U919,2024-09-04 07:31:07,Home,Desktop,Direct,27,0,0
S11299,U203,2024-09-25 05:24:52,Home,Mobile,Direct,40,0,0
S11300,U123,2024-08-14 23:39:33,Cart,Desktop,Ads,117,4,1
S11301,U851,2024-03-11 08:25:58,Home,Mobile,Direct,29,0,0
S11302,U260,2024-01-19 07:31:57,Home,Mobile,Direct,49,0,0
S11303,U705,2024-02-20 19:02:25,Home,Mobile,Ads,32,0,0
S11304,U104,2024-09-15 00:45:11,Home,Mobile,Ads,23,0,0
S11305,U392,2024-02-27 12:07:01,Cart,Desktop,Ads,262,3,0
S11306,U277,2024-10-24 20:49:27,Home,Tablet,Direct,21,0,0
S11307,U923,2024-07-10 02:29:51,Product,Mobile,Social,144,1,0
S11308,U137,2024-06-17 14:13:23,Cart,Mobile,Direct,132,2,1
S11309,U388,2024-12-27 14:27:55,Home,Mobile,Direct,5,0,0
S11310,U783,2024-06-18 10:59:45,Product,Mobile,Ads,177,2,0
S11311,U360,2024-02-26 03:40:44,Cart,Mobile,Ads,140,3,1
S11312,U984,2024-03-30 16:52:53,Cart,Desktop,Ads,118,1,0
S11313,U606,2024-01-23 06:07:26,Home,Desktop,Social,7,0,0
S11314,U277,2024-06-28 12:53:50,Home,Desktop,Ads,34,0,0
S11315,U404,2024-07-09 02:09:20,Home,Desktop,Direct,28,0,0
S11316,U231,2024-11-18 17:43:01,Home,Desktop,Ads,49,0,0
S11317,U531,2024-10-08 07:02:53,Product,Mobile,Direct,137,0,0
S11318,U822,2024-08-09 21:43:05,Home,Mobile,Direct,12,0,0
S11319,U752,2024-04-19 01:38:28,Product,Desktop,Ads,122,1,0
S11320,U539,2024-04-29 12:23:57,Home,Mobile,Ads,47,0,0
S11321,U933,2024-07-13 10:01:08,Home,Mobile,Ads,35,0,0
S11322,U494,2024-03-21 12:37:46,Home,Tablet,Direct,33,0,0
S11323,U734,2024-04-16 02:16:12,Home,Mobile,Direct,40,0,0
S11324,U528,2024-04-18 20:44:47,Home,Mobile,Direct,17,0,0
S11325,U923,2024-04-09 06:07:16,Cart,Mobile,Ads,102,1,0
S11326,U502,2024-12-22 02:02:37,Home,Tablet,Ads,59,0,0
S11327,U112,2024-03-23 12:41:43,Home,Desktop,Direct,25,0,0
S11328,U818,2024-04-09 08:43:00,Product,Mobile,Direct,108,0,0
S11329,U838,2024-04-21 10:06:19,Product,Mobile,Direct,158,0,0
S11330,U113,2024-01-07 08:08:02,Home,Mobile,Direct,56,0,0
S11331,U956,2024-01-21 11:56:02,Home,Mobile,Ads,15,0,0
S11332,U532,2024-05-22 00:47:43,Home,Mobile,Ads,53,0,0
S11333,U709,2024-09-15 16:34:20,Home,Tablet,Direct,30,0,0
S11334,U309,2024-08-28 13:38:26,Home,Desktop,Direct,57,0,0
S11335,U651,2024-03-25 03:09:19,Product,Mobile,Ads,157,1,0
S11336,U466,2024-01-14 22:26:50,Cart,Mobile,Social,252,3,1
S11337,U431,2024-04-15 18:49:18,Cart,Mobile,Direct,295,4,1
S11338,U138,2024-02-18 20:24:37,Product,Desktop,Direct,81,1,0
S11339,U804,2024-11-13 16:25:31,Home,Desktop,Direct,13,0,0
S11340,U102,2024-03-15 06:08:42,Cart,Desktop,Ads,38,3,1
S11341,U468,2024-05-10 20:08:46,Cart,Desktop,Social,119,3,1
S11342,U684,2024-10-28 02:45:11,Home,Mobile,Ads,28,0,0
S11343,U213,2024-06-17 07:20:53,Home,Mobile,Social,16,0,0
S11344,U929,2024-01-18 21:24:06,Home,Mobile,Ads,24,0,0
S11345,U309,2024-02-20 10:09:06,Home,Desktop,Direct,18,0,0
S11346,U305,2024-07-27 15:57:10,Home,Mobile,Direct,26,0,0
S11347,U581,2024-08-13 01:44:51,Home,Mobile,Direct,20,0,0
S11348,U419,2024-11-20 00:48:19,Product,Mobile,Social,115,2,0
S11349,U985,2024-11-29 19:53:16,Home,Tablet,Ads,59,0,0
S11350,U488,2024-02-14 20:35:25,Home,Mobile,Direct,57,0,0
S11351,U483,2024-03-22 03:49:20,Home,Desktop,Direct,24,0,0
S11352,U985,2024-03-20 06:23:25,Home,Desktop,Ads,55,0,0
S11353,U329,2024-02-04 04:16:56,Home,Mobile,Direct,44,0,0
S11354,U839,2024-12-14 13:45:01,Product,Mobile,Direct,141,0,0
S11355,U488,2024-09-27 17:48:11,Home,Desktop,Direct,39,0,0
S11356,U811,2024-11-08 19:21:23,Home,Mobile,Direct,46,0,0
S11357,U980,2024-04-10 03:30:56,Home,Mobile,Direct,17,0,0
S11358,U529,2024-10-09 15:56:06,Home,Mobile,Direct,45,0,0
S11359,U710,2024-08-04 15:53:32,Home,Tablet,Direct,10,0,0
S11360,U535,2024-12-18 10:43:32,Home,Mobile,Ads,51,0,0
S11361,U970,2024-09-23 02:53:01,Home,Mobile,Social,20,0,0
S11362,U538,2024-12-18 19:51:39,Product,Mobile,Direct,25,0,0
S11363,U613,2024-01-12 09:57:49,Product,Mobile,Direct,82,2,0
S11364,U648,2024-02-25 03:08:15,Home,Mobile,Ads,9,0,0
S11365,U618,2024-06-14 08:38:51,Home,Tablet,Social,56,0,0
S11366,U190,2024-02-24 17:14:03,Home,Tablet,Direct,30,0,0
S11367,U598,2024-08-24 19:32:12,Home,Mobile,Direct,52,0,0
S11368,U142,2024-09-29 19:14:15,Product,Mobile,Social,35,1,0
